ID,Data
secret,"[[1.424e-01]
 [2.773e-01]
 [1.524e-01]
 [2.852e-01]
 [1.333e-01]
 [2.709e-01]
 [3.028e-01]
 [3.944e-01]
 [3.143e-01]
 [4.040e-01]
 [3.976e-01]
 [4.719e-01]
 [4.664e-01]
 [5.261e-01]
 [4.387e-01]
 [5.056e-01]
 [2.447e-01]
 [3.897e-01]
 [2.218e-01]
 [3.836e-01]
 [1.908e-01]
 [3.729e-01]
 [9.300e-02]
 [3.289e-01]
 [2.040e-01]
 [3.986e-01]
 [3.412e-01]
 [4.825e-01]
 [3.703e-01]
 [4.989e-01]
 [2.140e-02]
 [3.322e-01]
 [5.000e-04]
 [2.424e-01]
 [6.700e-03]
 [3.541e-01]
 [1.758e-01]
 [4.206e-01]
 [1.522e-01]
 [4.012e-01]
 [1.324e-01]
 [3.903e-01]
 [1.138e-01]
 [3.751e-01]
 [8.230e-02]
 [3.446e-01]
 [7.199e-01]
 [7.095e-01]]"
b2,"(48, 1)"
secret,"[[1.417e-01]
 [2.776e-01]
 [1.518e-01]
 [2.855e-01]
 [1.327e-01]
 [2.713e-01]
 [3.028e-01]
 [3.949e-01]
 [3.143e-01]
 [4.045e-01]
 [3.979e-01]
 [4.723e-01]
 [4.666e-01]
 [5.263e-01]
 [4.387e-01]
 [5.057e-01]
 [2.447e-01]
 [3.902e-01]
 [2.216e-01]
 [3.842e-01]
 [1.905e-01]
 [3.733e-01]
 [9.210e-02]
 [3.292e-01]
 [2.038e-01]
 [3.991e-01]
 [3.412e-01]
 [4.826e-01]
 [3.702e-01]
 [4.990e-01]
 [2.040e-02]
 [3.327e-01]
 [6.000e-04]
 [2.424e-01]
 [5.500e-03]
 [3.545e-01]
 [1.755e-01]
 [4.208e-01]
 [1.518e-01]
 [4.017e-01]
 [1.319e-01]
 [3.907e-01]
 [1.132e-01]
 [3.755e-01]
 [8.180e-02]
 [3.452e-01]
 [7.201e-01]
 [7.094e-01]]"
b2,"(48, 1)"
secret,"[[1.411e-01]
 [2.777e-01]
 [1.513e-01]
 [2.859e-01]
 [1.320e-01]
 [2.715e-01]
 [3.027e-01]
 [3.952e-01]
 [3.142e-01]
 [4.049e-01]
 [3.980e-01]
 [4.728e-01]
 [4.667e-01]
 [5.266e-01]
 [4.386e-01]
 [5.058e-01]
 [2.446e-01]
 [3.906e-01]
 [2.215e-01]
 [3.845e-01]
 [1.902e-01]
 [3.737e-01]
 [9.150e-02]
 [3.297e-01]
 [2.036e-01]
 [3.994e-01]
 [3.413e-01]
 [4.827e-01]
 [3.706e-01]
 [4.990e-01]
 [1.920e-02]
 [3.331e-01]
 [5.000e-04]
 [2.425e-01]
 [4.200e-03]
 [3.549e-01]
 [1.754e-01]
 [4.211e-01]
 [1.513e-01]
 [4.020e-01]
 [1.315e-01]
 [3.911e-01]
 [1.127e-01]
 [3.761e-01]
 [8.090e-02]
 [3.458e-01]
 [7.200e-01]
 [7.093e-01]]"
b2,"(48, 1)"
secret,"[[1.404e-01]
 [2.779e-01]
 [1.506e-01]
 [2.861e-01]
 [1.313e-01]
 [2.718e-01]
 [3.026e-01]
 [3.958e-01]
 [3.143e-01]
 [4.053e-01]
 [3.982e-01]
 [4.732e-01]
 [4.668e-01]
 [5.268e-01]
 [4.385e-01]
 [5.059e-01]
 [2.447e-01]
 [3.911e-01]
 [2.213e-01]
 [3.850e-01]
 [1.899e-01]
 [3.741e-01]
 [9.060e-02]
 [3.300e-01]
 [2.034e-01]
 [3.998e-01]
 [3.413e-01]
 [4.830e-01]
 [3.705e-01]
 [4.992e-01]
 [1.810e-02]
 [3.335e-01]
 [5.000e-04]
 [2.427e-01]
 [3.000e-03]
 [3.552e-01]
 [1.749e-01]
 [4.213e-01]
 [1.509e-01]
 [4.025e-01]
 [1.311e-01]
 [3.915e-01]
 [1.122e-01]
 [3.764e-01]
 [8.030e-02]
 [3.464e-01]
 [7.200e-01]
 [7.092e-01]]"
b2,"(48, 1)"
secret,"[[1.397e-01]
 [2.782e-01]
 [1.500e-01]
 [2.864e-01]
 [1.306e-01]
 [2.721e-01]
 [3.026e-01]
 [3.962e-01]
 [3.141e-01]
 [4.057e-01]
 [3.984e-01]
 [4.736e-01]
 [4.670e-01]
 [5.271e-01]
 [4.384e-01]
 [5.060e-01]
 [2.446e-01]
 [3.915e-01]
 [2.212e-01]
 [3.854e-01]
 [1.895e-01]
 [3.745e-01]
 [8.980e-02]
 [3.304e-01]
 [2.032e-01]
 [4.003e-01]
 [3.414e-01]
 [4.831e-01]
 [3.706e-01]
 [4.992e-01]
 [1.720e-02]
 [3.341e-01]
 [5.000e-04]
 [2.427e-01]
 [1.700e-03]
 [3.557e-01]
 [1.746e-01]
 [4.216e-01]
 [1.506e-01]
 [4.027e-01]
 [1.306e-01]
 [3.920e-01]
 [1.116e-01]
 [3.770e-01]
 [7.950e-02]
 [3.471e-01]
 [7.200e-01]
 [7.092e-01]]"
b2,"(48, 1)"
secret,"[[1.390e-01]
 [2.784e-01]
 [1.494e-01]
 [2.866e-01]
 [1.298e-01]
 [2.724e-01]
 [3.026e-01]
 [3.964e-01]
 [3.141e-01]
 [4.060e-01]
 [3.985e-01]
 [4.739e-01]
 [4.670e-01]
 [5.274e-01]
 [4.385e-01]
 [5.061e-01]
 [2.444e-01]
 [3.919e-01]
 [2.210e-01]
 [3.858e-01]
 [1.893e-01]
 [3.749e-01]
 [8.920e-02]
 [3.310e-01]
 [2.031e-01]
 [4.007e-01]
 [3.416e-01]
 [4.833e-01]
 [3.708e-01]
 [4.993e-01]
 [1.600e-02]
 [3.345e-01]
 [6.000e-04]
 [2.427e-01]
 [4.000e-04]
 [3.562e-01]
 [1.744e-01]
 [4.217e-01]
 [1.502e-01]
 [4.031e-01]
 [1.302e-01]
 [3.923e-01]
 [1.111e-01]
 [3.774e-01]
 [7.880e-02]
 [3.477e-01]
 [7.201e-01]
 [7.092e-01]]"
b2,"(48, 1)"
secret,"[[ 1.383e-01]
 [ 2.788e-01]
 [ 1.487e-01]
 [ 2.870e-01]
 [ 1.291e-01]
 [ 2.727e-01]
 [ 3.026e-01]
 [ 3.970e-01]
 [ 3.141e-01]
 [ 4.065e-01]
 [ 3.987e-01]
 [ 4.745e-01]
 [ 4.673e-01]
 [ 5.276e-01]
 [ 4.384e-01]
 [ 5.063e-01]
 [ 2.444e-01]
 [ 3.924e-01]
 [ 2.209e-01]
 [ 3.862e-01]
 [ 1.890e-01]
 [ 3.752e-01]
 [ 8.830e-02]
 [ 3.313e-01]
 [ 2.031e-01]
 [ 4.011e-01]
 [ 3.418e-01]
 [ 4.835e-01]
 [ 3.708e-01]
 [ 4.995e-01]
 [ 1.500e-02]
 [ 3.349e-01]
 [ 6.000e-04]
 [ 2.429e-01]
 [-7.000e-04]
 [ 3.564e-01]
 [ 1.741e-01]
 [ 4.219e-01]
 [ 1.498e-01]
 [ 4.036e-01]
 [ 1.298e-01]
 [ 3.928e-01]
 [ 1.105e-01]
 [ 3.779e-01]
 [ 7.820e-02]
 [ 3.482e-01]
 [ 7.201e-01]
 [ 7.091e-01]]"
b2,"(48, 1)"
secret,"[[ 1.375e-01]
 [ 2.790e-01]
 [ 1.479e-01]
 [ 2.872e-01]
 [ 1.285e-01]
 [ 2.728e-01]
 [ 3.024e-01]
 [ 3.973e-01]
 [ 3.140e-01]
 [ 4.070e-01]
 [ 3.987e-01]
 [ 4.746e-01]
 [ 4.673e-01]
 [ 5.278e-01]
 [ 4.382e-01]
 [ 5.064e-01]
 [ 2.444e-01]
 [ 3.928e-01]
 [ 2.207e-01]
 [ 3.866e-01]
 [ 1.886e-01]
 [ 3.756e-01]
 [ 8.760e-02]
 [ 3.317e-01]
 [ 2.028e-01]
 [ 4.013e-01]
 [ 3.417e-01]
 [ 4.835e-01]
 [ 3.709e-01]
 [ 4.994e-01]
 [ 1.390e-02]
 [ 3.353e-01]
 [ 6.000e-04]
 [ 2.429e-01]
 [-1.900e-03]
 [ 3.569e-01]
 [ 1.739e-01]
 [ 4.222e-01]
 [ 1.495e-01]
 [ 4.039e-01]
 [ 1.294e-01]
 [ 3.932e-01]
 [ 1.100e-01]
 [ 3.783e-01]
 [ 7.740e-02]
 [ 3.488e-01]
 [ 7.201e-01]
 [ 7.090e-01]]"
b2,"(48, 1)"
secret,"[[ 1.369e-01]
 [ 2.792e-01]
 [ 1.474e-01]
 [ 2.875e-01]
 [ 1.277e-01]
 [ 2.732e-01]
 [ 3.023e-01]
 [ 3.977e-01]
 [ 3.140e-01]
 [ 4.073e-01]
 [ 3.989e-01]
 [ 4.750e-01]
 [ 4.673e-01]
 [ 5.280e-01]
 [ 4.382e-01]
 [ 5.065e-01]
 [ 2.444e-01]
 [ 3.933e-01]
 [ 2.207e-01]
 [ 3.870e-01]
 [ 1.883e-01]
 [ 3.759e-01]
 [ 8.680e-02]
 [ 3.321e-01]
 [ 2.027e-01]
 [ 4.018e-01]
 [ 3.419e-01]
 [ 4.838e-01]
 [ 3.710e-01]
 [ 4.996e-01]
 [ 1.290e-02]
 [ 3.358e-01]
 [ 6.000e-04]
 [ 2.429e-01]
 [-2.900e-03]
 [ 3.573e-01]
 [ 1.736e-01]
 [ 4.224e-01]
 [ 1.493e-01]
 [ 4.043e-01]
 [ 1.291e-01]
 [ 3.935e-01]
 [ 1.096e-01]
 [ 3.790e-01]
 [ 7.660e-02]
 [ 3.494e-01]
 [ 7.202e-01]
 [ 7.089e-01]]"
b2,"(48, 1)"
secret,"[[ 1.362e-01]
 [ 2.792e-01]
 [ 1.469e-01]
 [ 2.877e-01]
 [ 1.271e-01]
 [ 2.734e-01]
 [ 3.022e-01]
 [ 3.980e-01]
 [ 3.139e-01]
 [ 4.077e-01]
 [ 3.991e-01]
 [ 4.754e-01]
 [ 4.675e-01]
 [ 5.281e-01]
 [ 4.381e-01]
 [ 5.066e-01]
 [ 2.444e-01]
 [ 3.938e-01]
 [ 2.206e-01]
 [ 3.875e-01]
 [ 1.881e-01]
 [ 3.763e-01]
 [ 8.600e-02]
 [ 3.324e-01]
 [ 2.026e-01]
 [ 4.022e-01]
 [ 3.420e-01]
 [ 4.840e-01]
 [ 3.711e-01]
 [ 4.998e-01]
 [ 1.190e-02]
 [ 3.363e-01]
 [ 6.000e-04]
 [ 2.431e-01]
 [-3.700e-03]
 [ 3.578e-01]
 [ 1.734e-01]
 [ 4.227e-01]
 [ 1.488e-01]
 [ 4.046e-01]
 [ 1.286e-01]
 [ 3.941e-01]
 [ 1.091e-01]
 [ 3.794e-01]
 [ 7.590e-02]
 [ 3.498e-01]
 [ 7.202e-01]
 [ 7.089e-01]]"
b2,"(48, 1)"
secret,"[[0.7008]
 [0.1461]
 [0.2866]
 [0.1642]
 [0.3043]
 [0.1536]
 [0.287 ]
 [0.3222]
 [0.4109]
 [0.3353]
 [0.4201]
 [0.4184]
 [0.4813]
 [0.4808]
 [0.5107]
 [0.4337]
 [0.4866]
 [0.2419]
 [0.3723]
 [0.2167]
 [0.3581]
 [0.1865]
 [0.35  ]
 [0.1207]
 [0.3104]
 [0.1999]
 [0.375 ]
 [0.3343]
 [0.4301]
 [0.3419]
 [0.4301]
 [0.0784]
 [0.2847]
 [0.0733]
 [0.213 ]
 [0.0738]
 [0.3342]
 [0.1901]
 [0.4008]
 [0.1755]
 [0.3919]
 [0.1647]
 [0.3938]
 [0.1538]
 [0.4504]
 [0.1617]
 [0.4159]
 [0.4233]]"
b2,"(48, 1)"
secret,"[[0.7008]
 [0.1461]
 [0.2866]
 [0.1642]
 [0.3043]
 [0.1536]
 [0.287 ]
 [0.3222]
 [0.4109]
 [0.3353]
 [0.4201]
 [0.4184]
 [0.4813]
 [0.4808]
 [0.5107]
 [0.4337]
 [0.4866]
 [0.2419]
 [0.3723]
 [0.2167]
 [0.3581]
 [0.1865]
 [0.35  ]
 [0.1207]
 [0.3104]
 [0.1999]
 [0.375 ]
 [0.3343]
 [0.4301]
 [0.3419]
 [0.4301]
 [0.0784]
 [0.2847]
 [0.0733]
 [0.213 ]
 [0.0738]
 [0.3342]
 [0.1901]
 [0.4008]
 [0.1755]
 [0.3919]
 [0.1647]
 [0.3938]
 [0.1538]
 [0.4504]
 [0.1617]
 [0.4159]
 [0.4233]]"
b2,"(1, 1)"
secret,[[0.2662]]
b2,"(48, 1)"
secret,"[[0.6981]
 [0.1626]
 [0.2996]
 [0.1886]
 [0.3268]
 [0.1878]
 [0.3047]
 [0.3516]
 [0.4266]
 [0.3652]
 [0.4345]
 [0.4472]
 [0.4857]
 [0.5024]
 [0.4849]
 [0.434 ]
 [0.456 ]
 [0.2515]
 [0.3355]
 [0.2379]
 [0.3082]
 [0.2189]
 [0.3016]
 [0.1735]
 [0.2677]
 [0.2276]
 [0.3211]
 [0.316 ]
 [0.3481]
 [0.3219]
 [0.3481]
 [0.1426]
 [0.2503]
 [0.1364]
 [0.2017]
 [0.1361]
 [0.2821]
 [0.2161]
 [0.3355]
 [0.2049]
 [0.3375]
 [0.1969]
 [0.3549]
 [0.1894]
 [0.4899]
 [0.2134]
 [0.4498]
 [0.4654]]"
b2,"(48, 1)"
secret,"[[0.7012]
 [0.1596]
 [0.2966]
 [0.1828]
 [0.3202]
 [0.1786]
 [0.2993]
 [0.3441]
 [0.4213]
 [0.3573]
 [0.4294]
 [0.4399]
 [0.4831]
 [0.4973]
 [0.4912]
 [0.4358]
 [0.4634]
 [0.2524]
 [0.3431]
 [0.2394]
 [0.3186]
 [0.2198]
 [0.3111]
 [0.1614]
 [0.2755]
 [0.2288]
 [0.3309]
 [0.3187]
 [0.3682]
 [0.3327]
 [0.374 ]
 [0.1187]
 [0.2691]
 [0.1091]
 [0.2129]
 [0.1082]
 [0.2905]
 [0.2101]
 [0.3434]
 [0.1954]
 [0.3418]
 [0.1838]
 [0.3546]
 [0.1731]
 [0.4628]
 [0.182 ]
 [0.4243]
 [0.4373]]"
b2,"(1, 1)"
secret,[[0.5036]]
b2,"(48, 1)"
secret,"[[0.6891]
 [0.1607]
 [0.2997]
 [0.1907]
 [0.3321]
 [0.1944]
 [0.3093]
 [0.3548]
 [0.4316]
 [0.3697]
 [0.4409]
 [0.4513]
 [0.4893]
 [0.5023]
 [0.4787]
 [0.4249]
 [0.4492]
 [0.237 ]
 [0.3312]
 [0.2154]
 [0.301 ]
 [0.2018]
 [0.2962]
 [0.1721]
 [0.2632]
 [0.212 ]
 [0.3172]
 [0.3115]
 [0.3285]
 [0.2895]
 [0.3076]
 [0.1599]
 [0.2232]
 [0.1578]
 [0.1874]
 [0.1575]
 [0.2729]
 [0.2122]
 [0.3386]
 [0.2066]
 [0.3443]
 [0.2037]
 [0.3665]
 [0.2006]
 [0.5335]
 [0.2638]
 [0.4902]
 [0.5088]]"
b2,"(48, 1)"
secret,"[[0.693 ]
 [0.1543]
 [0.2939]
 [0.1795]
 [0.3206]
 [0.1777]
 [0.2998]
 [0.341 ]
 [0.4227]
 [0.3551]
 [0.4325]
 [0.4375]
 [0.4855]
 [0.4926]
 [0.4905]
 [0.4269]
 [0.4632]
 [0.2362]
 [0.3466]
 [0.2132]
 [0.3222]
 [0.1967]
 [0.3159]
 [0.1485]
 [0.28  ]
 [0.2081]
 [0.3382]
 [0.3181]
 [0.3664]
 [0.3055]
 [0.3522]
 [0.1211]
 [0.2508]
 [0.1153]
 [0.202 ]
 [0.1146]
 [0.292 ]
 [0.2006]
 [0.3598]
 [0.1903]
 [0.3595]
 [0.1831]
 [0.3733]
 [0.1757]
 [0.4955]
 [0.2189]
 [0.4554]
 [0.4692]]"
b2,"(1, 1)"
secret,[[0.3305]]
b2,"(48, 1)"
secret,"[[0.6774]
 [0.1564]
 [0.2966]
 [0.1901]
 [0.3343]
 [0.1985]
 [0.3106]
 [0.3557]
 [0.4332]
 [0.3716]
 [0.4437]
 [0.4525]
 [0.4892]
 [0.5002]
 [0.4679]
 [0.4131]
 [0.4385]
 [0.2279]
 [0.3227]
 [0.2047]
 [0.2918]
 [0.1804]
 [0.2889]
 [0.1658]
 [0.2591]
 [0.1972]
 [0.3119]
 [0.3065]
 [0.3133]
 [0.2762]
 [0.2874]
 [0.1687]
 [0.1956]
 [0.1745]
 [0.1724]
 [0.1745]
 [0.2771]
 [0.2048]
 [0.3421]
 [0.2042]
 [0.3521]
 [0.206 ]
 [0.3793]
 [0.207 ]
 [0.5782]
 [0.3155]
 [0.5321]
 [0.5528]]"
b2,"(48, 1)"
secret,"[[0.6833]
 [0.1489]
 [0.2896]
 [0.1763]
 [0.3197]
 [0.1773]
 [0.2987]
 [0.3385]
 [0.422 ]
 [0.3533]
 [0.4326]
 [0.4353]
 [0.4844]
 [0.4884]
 [0.4835]
 [0.4166]
 [0.4567]
 [0.229 ]
 [0.3424]
 [0.2048]
 [0.3191]
 [0.1756]
 [0.3141]
 [0.1376]
 [0.2807]
 [0.1936]
 [0.3388]
 [0.3155]
 [0.3625]
 [0.3001]
 [0.3473]
 [0.1208]
 [0.2316]
 [0.1221]
 [0.1908]
 [0.1216]
 [0.3029]
 [0.1915]
 [0.3689]
 [0.1848]
 [0.371 ]
 [0.181 ]
 [0.3876]
 [0.1767]
 [0.5284]
 [0.2562]
 [0.4864]
 [0.5011]]"
b2,"(1, 1)"
secret,[[0.2135]]
b2,"(48, 1)"
secret,"[[0.665 ]
 [0.1524]
 [0.2931]
 [0.1894]
 [0.3355]
 [0.2024]
 [0.3111]
 [0.3567]
 [0.4341]
 [0.3737]
 [0.4451]
 [0.4537]
 [0.4882]
 [0.4987]
 [0.4558]
 [0.4018]
 [0.4266]
 [0.2196]
 [0.3128]
 [0.197 ]
 [0.2808]
 [0.165 ]
 [0.2808]
 [0.1575]
 [0.2531]
 [0.1947]
 [0.3068]
 [0.3027]
 [0.2986]
 [0.2642]
 [0.2679]
 [0.1745]
 [0.1833]
 [0.1841]
 [0.156 ]
 [0.1876]
 [0.2815]
 [0.2027]
 [0.3416]
 [0.1942]
 [0.3559]
 [0.2046]
 [0.3882]
 [0.2188]
 [0.6197]
 [0.3631]
 [0.5707]
 [0.5924]]"
b2,"(48, 1)"
secret,"[[0.6739]
 [0.1454]
 [0.2863]
 [0.1751]
 [0.3197]
 [0.1793]
 [0.2983]
 [0.3385]
 [0.4219]
 [0.3541]
 [0.4328]
 [0.4353]
 [0.4831]
 [0.4868]
 [0.4744]
 [0.4083]
 [0.4479]
 [0.2234]
 [0.3351]
 [0.2003]
 [0.3115]
 [0.1646]
 [0.3089]
 [0.1296]
 [0.2769]
 [0.1943]
 [0.3362]
 [0.3137]
 [0.3539]
 [0.2935]
 [0.3364]
 [0.1225]
 [0.2268]
 [0.1262]
 [0.1782]
 [0.1294]
 [0.3086]
 [0.1907]
 [0.3691]
 [0.1748]
 [0.3743]
 [0.1782]
 [0.3945]
 [0.1861]
 [0.5579]
 [0.2898]
 [0.5139]
 [0.5289]]"
b2,"(1, 1)"
secret,[[0.1383]]
b2,"(48, 1)"
secret,"[[0.6494]
 [0.1456]
 [0.2857]
 [0.1858]
 [0.333 ]
 [0.2033]
 [0.3078]
 [0.3551]
 [0.431 ]
 [0.3731]
 [0.4419]
 [0.4525]
 [0.4833]
 [0.4951]
 [0.44  ]
 [0.3903]
 [0.4109]
 [0.2115]
 [0.2991]
 [0.1899]
 [0.2655]
 [0.1578]
 [0.2697]
 [0.1473]
 [0.2442]
 [0.1938]
 [0.2986]
 [0.3007]
 [0.2806]
 [0.2551]
 [0.2462]
 [0.1765]
 [0.1708]
 [0.1892]
 [0.1485]
 [0.1948]
 [0.2833]
 [0.2204]
 [0.3424]
 [0.2124]
 [0.3569]
 [0.2208]
 [0.3939]
 [0.2376]
 [0.6583]
 [0.4069]
 [0.6064]
 [0.6278]]"
b2,"(48, 1)"
secret,"[[0.6618]
 [0.1401]
 [0.2803]
 [0.1722]
 [0.3172]
 [0.1798]
 [0.2952]
 [0.3374]
 [0.4188]
 [0.3539]
 [0.4295]
 [0.4344]
 [0.4784]
 [0.4843]
 [0.4614]
 [0.4001]
 [0.435 ]
 [0.2182]
 [0.3235]
 [0.1963]
 [0.2983]
 [0.1627]
 [0.2993]
 [0.1229]
 [0.2689]
 [0.1958]
 [0.3286]
 [0.3127]
 [0.3388]
 [0.2879]
 [0.319 ]
 [0.1246]
 [0.2182]
 [0.1301]
 [0.1745]
 [0.1346]
 [0.3086]
 [0.2102]
 [0.3687]
 [0.196 ]
 [0.3731]
 [0.1958]
 [0.3969]
 [0.2035]
 [0.5858]
 [0.3215]
 [0.5398]
 [0.5541]]"
b2,"(1, 1)"
secret,[[0.0825]]
b2,"(48, 1)"
secret,"[[0.6348]
 [0.1393]
 [0.2791]
 [0.1829]
 [0.3313]
 [0.2047]
 [0.305 ]
 [0.354 ]
 [0.4284]
 [0.3732]
 [0.4398]
 [0.4516]
 [0.4787]
 [0.4919]
 [0.4271]
 [0.3808]
 [0.3982]
 [0.2057]
 [0.2882]
 [0.185 ]
 [0.2533]
 [0.1521]
 [0.2613]
 [0.1368]
 [0.2379]
 [0.1945]
 [0.2926]
 [0.3   ]
 [0.265 ]
 [0.2471]
 [0.2271]
 [0.1763]
 [0.1604]
 [0.1915]
 [0.1447]
 [0.1984]
 [0.2872]
 [0.2381]
 [0.3421]
 [0.227 ]
 [0.3585]
 [0.2363]
 [0.3928]
 [0.2482]
 [0.6886]
 [0.4424]
 [0.6341]
 [0.6548]]"
b2,"(48, 1)"
secret,"[[0.6511]
 [0.1364]
 [0.2761]
 [0.1712]
 [0.3169]
 [0.1824]
 [0.294 ]
 [0.3379]
 [0.4176]
 [0.3552]
 [0.4287]
 [0.4352]
 [0.4753]
 [0.483 ]
 [0.4517]
 [0.3941]
 [0.4253]
 [0.215 ]
 [0.3148]
 [0.194 ]
 [0.288 ]
 [0.1611]
 [0.2919]
 [0.1177]
 [0.2631]
 [0.1977]
 [0.3226]
 [0.3122]
 [0.3246]
 [0.2816]
 [0.3019]
 [0.1273]
 [0.2094]
 [0.1344]
 [0.1727]
 [0.1396]
 [0.3097]
 [0.2263]
 [0.366 ]
 [0.2099]
 [0.3724]
 [0.2102]
 [0.3927]
 [0.2118]
 [0.6075]
 [0.3471]
 [0.5594]
 [0.5735]]"
b2,"(1, 1)"
secret,[[0.0561]]
b2,"(48, 1)"
secret,"[[0.6207]
 [0.1339]
 [0.273 ]
 [0.1805]
 [0.3297]
 [0.2067]
 [0.3029]
 [0.3535]
 [0.4264]
 [0.3737]
 [0.4381]
 [0.4516]
 [0.4747]
 [0.4892]
 [0.4154]
 [0.3731]
 [0.3867]
 [0.2013]
 [0.2787]
 [0.1816]
 [0.242 ]
 [0.1482]
 [0.2529]
 [0.1357]
 [0.2333]
 [0.1966]
 [0.2882]
 [0.301 ]
 [0.2516]
 [0.2407]
 [0.2101]
 [0.1737]
 [0.152 ]
 [0.1907]
 [0.1427]
 [0.1985]
 [0.2928]
 [0.2564]
 [0.3409]
 [0.2398]
 [0.3584]
 [0.2489]
 [0.3878]
 [0.2543]
 [0.7126]
 [0.4712]
 [0.6558]
 [0.6752]]"
b2,"(48, 1)"
secret,"[[0.641 ]
 [0.1337]
 [0.2728]
 [0.1712]
 [0.3175]
 [0.1861]
 [0.2939]
 [0.3394]
 [0.4175]
 [0.3576]
 [0.4287]
 [0.4371]
 [0.4731]
 [0.4825]
 [0.4427]
 [0.3892]
 [0.4161]
 [0.2126]
 [0.3068]
 [0.1925]
 [0.2778]
 [0.16  ]
 [0.2837]
 [0.1229]
 [0.2585]
 [0.2002]
 [0.3175]
 [0.3126]
 [0.3109]
 [0.2755]
 [0.2849]
 [0.1293]
 [0.2006]
 [0.1378]
 [0.1706]
 [0.1435]
 [0.3114]
 [0.241 ]
 [0.3619]
 [0.2207]
 [0.3698]
 [0.2213]
 [0.3862]
 [0.2169]
 [0.6259]
 [0.3697]
 [0.5759]
 [0.5896]]"
b2,"(1, 1)"
secret,[[0.0424]]
b2,"(48, 1)"
secret,"[[0.6074]
 [0.1293]
 [0.2676]
 [0.1787]
 [0.3288]
 [0.2093]
 [0.3011]
 [0.3533]
 [0.4247]
 [0.3746]
 [0.4371]
 [0.4521]
 [0.471 ]
 [0.4871]
 [0.4051]
 [0.3669]
 [0.3768]
 [0.1988]
 [0.2704]
 [0.18  ]
 [0.2323]
 [0.146 ]
 [0.2457]
 [0.1375]
 [0.2302]
 [0.2004]
 [0.2853]
 [0.3035]
 [0.2396]
 [0.2364]
 [0.1951]
 [0.1689]
 [0.1449]
 [0.187 ]
 [0.1413]
 [0.2003]
 [0.2966]
 [0.2726]
 [0.3392]
 [0.2515]
 [0.3571]
 [0.2597]
 [0.3842]
 [0.2617]
 [0.7283]
 [0.4915]
 [0.6692]
 [0.6873]]"
b2,"(48, 1)"
secret,"[[0.6315]
 [0.1317]
 [0.2701]
 [0.1718]
 [0.3187]
 [0.1905]
 [0.2942]
 [0.3415]
 [0.4179]
 [0.3605]
 [0.4296]
 [0.4397]
 [0.4714]
 [0.4826]
 [0.4344]
 [0.3851]
 [0.4078]
 [0.2114]
 [0.2995]
 [0.1918]
 [0.2688]
 [0.1594]
 [0.2764]
 [0.1291]
 [0.2546]
 [0.2036]
 [0.3131]
 [0.314 ]
 [0.2977]
 [0.2703]
 [0.2683]
 [0.1305]
 [0.1921]
 [0.1401]
 [0.1679]
 [0.1508]
 [0.3109]
 [0.2528]
 [0.3576]
 [0.23  ]
 [0.3664]
 [0.2304]
 [0.3829]
 [0.2249]
 [0.6394]
 [0.3875]
 [0.5874]
 [0.6008]]"
b2,"(1, 1)"
secret,[[0.0356]]
b2,"(48, 1)"
secret,"[[0.5941]
 [0.1247]
 [0.2616]
 [0.1767]
 [0.3272]
 [0.2114]
 [0.2989]
 [0.3531]
 [0.4224]
 [0.3755]
 [0.4353]
 [0.4524]
 [0.467 ]
 [0.4852]
 [0.3952]
 [0.362 ]
 [0.3671]
 [0.1979]
 [0.2625]
 [0.1799]
 [0.2228]
 [0.1456]
 [0.2389]
 [0.1408]
 [0.2271]
 [0.206 ]
 [0.2826]
 [0.3078]
 [0.2279]
 [0.2346]
 [0.1809]
 [0.1623]
 [0.1374]
 [0.1876]
 [0.1392]
 [0.2149]
 [0.2991]
 [0.2874]
 [0.3375]
 [0.2629]
 [0.3553]
 [0.2697]
 [0.3799]
 [0.2676]
 [0.7391]
 [0.5065]
 [0.678 ]
 [0.6942]]"
b2,"(48, 1)"
secret,"[[0.6211]
 [0.1292]
 [0.2665]
 [0.1719]
 [0.3192]
 [0.1944]
 [0.294 ]
 [0.3432]
 [0.4175]
 [0.3632]
 [0.4296]
 [0.4419]
 [0.4691]
 [0.4827]
 [0.4257]
 [0.3815]
 [0.3989]
 [0.2108]
 [0.2918]
 [0.192 ]
 [0.2592]
 [0.1594]
 [0.2688]
 [0.1351]
 [0.2502]
 [0.2081]
 [0.3084]
 [0.3165]
 [0.284 ]
 [0.2667]
 [0.2515]
 [0.1306]
 [0.182 ]
 [0.1476]
 [0.1637]
 [0.1712]
 [0.3094]
 [0.2633]
 [0.3535]
 [0.2393]
 [0.363 ]
 [0.2393]
 [0.3793]
 [0.2321]
 [0.6517]
 [0.4037]
 [0.5978]
 [0.6103]]"
b2,"(1, 1)"
secret,[[0.0311]]
b2,"(48, 1)"
