ID,Data
secret,"[[ 0.1977]
 [ 0.2689]
 [ 0.2031]
 [ 0.2736]
 [ 0.1901]
 [ 0.262 ]
 [ 0.3046]
 [ 0.3587]
 [ 0.3115]
 [ 0.3661]
 [ 0.3759]
 [ 0.4258]
 [ 0.4515]
 [ 0.4957]
 [ 0.4517]
 [ 0.5016]
 [ 0.2549]
 [ 0.3515]
 [ 0.2402]
 [ 0.348 ]
 [ 0.2206]
 [ 0.3405]
 [ 0.16  ]
 [ 0.3035]
 [ 0.2253]
 [ 0.3608]
 [ 0.3233]
 [ 0.4424]
 [ 0.3538]
 [ 0.469 ]
 [ 0.1106]
 [ 0.3032]
 [-0.0041]
 [ 0.2322]
 [ 0.1053]
 [ 0.3242]
 [ 0.2088]
 [ 0.3919]
 [ 0.1948]
 [ 0.3683]
 [ 0.1814]
 [ 0.3554]
 [ 0.1722]
 [ 0.3398]
 [ 0.1349]
 [ 0.2861]
 [ 0.7219]
 [ 0.7197]]"
b2,"(48, 1)"
secret,"[[ 0.1962]
 [ 0.2686]
 [ 0.2016]
 [ 0.2733]
 [ 0.1884]
 [ 0.2616]
 [ 0.3044]
 [ 0.3592]
 [ 0.3113]
 [ 0.3666]
 [ 0.3763]
 [ 0.4268]
 [ 0.4515]
 [ 0.4961]
 [ 0.4509]
 [ 0.5013]
 [ 0.2546]
 [ 0.3525]
 [ 0.2397]
 [ 0.3489]
 [ 0.2198]
 [ 0.3413]
 [ 0.1587]
 [ 0.3041]
 [ 0.225 ]
 [ 0.3617]
 [ 0.3242]
 [ 0.4441]
 [ 0.3544]
 [ 0.4704]
 [ 0.1086]
 [ 0.3038]
 [-0.0024]
 [ 0.2326]
 [ 0.1033]
 [ 0.3248]
 [ 0.2081]
 [ 0.3928]
 [ 0.1937]
 [ 0.3688]
 [ 0.18  ]
 [ 0.3559]
 [ 0.1708]
 [ 0.3404]
 [ 0.1361]
 [ 0.2896]
 [ 0.7216]
 [ 0.7191]]"
b2,"(48, 1)"
secret,"[[ 0.1949]
 [ 0.2683]
 [ 0.2002]
 [ 0.2728]
 [ 0.187 ]
 [ 0.2613]
 [ 0.304 ]
 [ 0.3597]
 [ 0.3111]
 [ 0.3671]
 [ 0.3767]
 [ 0.4276]
 [ 0.4517]
 [ 0.4968]
 [ 0.4504]
 [ 0.5008]
 [ 0.2544]
 [ 0.3532]
 [ 0.2392]
 [ 0.3496]
 [ 0.2192]
 [ 0.3419]
 [ 0.1571]
 [ 0.3046]
 [ 0.2244]
 [ 0.3627]
 [ 0.3249]
 [ 0.4458]
 [ 0.3552]
 [ 0.4716]
 [ 0.1069]
 [ 0.3042]
 [-0.0011]
 [ 0.233 ]
 [ 0.1014]
 [ 0.3255]
 [ 0.2072]
 [ 0.3935]
 [ 0.1925]
 [ 0.3693]
 [ 0.1785]
 [ 0.3564]
 [ 0.1692]
 [ 0.3408]
 [ 0.1369]
 [ 0.2928]
 [ 0.7213]
 [ 0.7187]]"
b2,"(48, 1)"
secret,"[[0.1933]
 [0.2679]
 [0.199 ]
 [0.2728]
 [0.1855]
 [0.261 ]
 [0.3039]
 [0.3603]
 [0.311 ]
 [0.3678]
 [0.377 ]
 [0.4285]
 [0.452 ]
 [0.4973]
 [0.4498]
 [0.5006]
 [0.254 ]
 [0.354 ]
 [0.2388]
 [0.3504]
 [0.2187]
 [0.3428]
 [0.1558]
 [0.305 ]
 [0.2239]
 [0.3636]
 [0.3257]
 [0.4472]
 [0.3558]
 [0.4728]
 [0.1051]
 [0.3048]
 [0.    ]
 [0.2335]
 [0.0994]
 [0.326 ]
 [0.2063]
 [0.3943]
 [0.1911]
 [0.3698]
 [0.1769]
 [0.3565]
 [0.1676]
 [0.341 ]
 [0.1375]
 [0.2958]
 [0.721 ]
 [0.718 ]]"
b2,"(48, 1)"
secret,"[[0.1921]
 [0.2678]
 [0.1977]
 [0.2728]
 [0.1843]
 [0.2609]
 [0.3038]
 [0.361 ]
 [0.3112]
 [0.3686]
 [0.3775]
 [0.4296]
 [0.4522]
 [0.4979]
 [0.4493]
 [0.5007]
 [0.2539]
 [0.3548]
 [0.2383]
 [0.3512]
 [0.218 ]
 [0.3435]
 [0.1542]
 [0.3055]
 [0.2233]
 [0.3645]
 [0.3264]
 [0.4486]
 [0.3565]
 [0.4741]
 [0.1032]
 [0.3052]
 [0.0009]
 [0.234 ]
 [0.0975]
 [0.3269]
 [0.2056]
 [0.3948]
 [0.1899]
 [0.3702]
 [0.1753]
 [0.3568]
 [0.1656]
 [0.3413]
 [0.1379]
 [0.2986]
 [0.7206]
 [0.7175]]"
b2,"(48, 1)"
secret,"[[0.191 ]
 [0.2678]
 [0.1968]
 [0.2729]
 [0.1831]
 [0.261 ]
 [0.3039]
 [0.3617]
 [0.3111]
 [0.3694]
 [0.3781]
 [0.4307]
 [0.4526]
 [0.4988]
 [0.449 ]
 [0.5005]
 [0.2535]
 [0.3557]
 [0.2379]
 [0.3519]
 [0.2174]
 [0.3441]
 [0.1528]
 [0.3057]
 [0.2229]
 [0.3652]
 [0.3271]
 [0.4501]
 [0.3571]
 [0.4753]
 [0.1014]
 [0.3058]
 [0.0015]
 [0.2344]
 [0.0955]
 [0.3276]
 [0.2047]
 [0.3955]
 [0.1886]
 [0.3706]
 [0.1738]
 [0.3572]
 [0.1638]
 [0.3412]
 [0.138 ]
 [0.3008]
 [0.7202]
 [0.7169]]"
b2,"(48, 1)"
secret,"[[0.1898]
 [0.2679]
 [0.1958]
 [0.2729]
 [0.182 ]
 [0.2611]
 [0.3039]
 [0.3626]
 [0.3114]
 [0.3703]
 [0.3788]
 [0.4319]
 [0.453 ]
 [0.4994]
 [0.4487]
 [0.5008]
 [0.2532]
 [0.3564]
 [0.2374]
 [0.3526]
 [0.2167]
 [0.3448]
 [0.1514]
 [0.3062]
 [0.2222]
 [0.3662]
 [0.3276]
 [0.4514]
 [0.3576]
 [0.4762]
 [0.0995]
 [0.3062]
 [0.0018]
 [0.2348]
 [0.0936]
 [0.3281]
 [0.2037]
 [0.3962]
 [0.1872]
 [0.3711]
 [0.1722]
 [0.3574]
 [0.1617]
 [0.3411]
 [0.1379]
 [0.303 ]
 [0.7198]
 [0.7164]]"
b2,"(48, 1)"
secret,"[[0.1889]
 [0.268 ]
 [0.1948]
 [0.273 ]
 [0.1809]
 [0.2611]
 [0.304 ]
 [0.3634]
 [0.3117]
 [0.3712]
 [0.3793]
 [0.4331]
 [0.4535]
 [0.5003]
 [0.4486]
 [0.5008]
 [0.2529]
 [0.3572]
 [0.237 ]
 [0.3534]
 [0.2161]
 [0.3454]
 [0.1501]
 [0.3066]
 [0.2217]
 [0.367 ]
 [0.3283]
 [0.4527]
 [0.3582]
 [0.4773]
 [0.0977]
 [0.3067]
 [0.0018]
 [0.2352]
 [0.0917]
 [0.3286]
 [0.2027]
 [0.3967]
 [0.186 ]
 [0.3714]
 [0.1705]
 [0.3576]
 [0.1596]
 [0.3411]
 [0.1376]
 [0.3048]
 [0.7194]
 [0.7157]]"
b2,"(48, 1)"
secret,"[[0.1879]
 [0.2682]
 [0.194 ]
 [0.2733]
 [0.1799]
 [0.2614]
 [0.3042]
 [0.3644]
 [0.312 ]
 [0.3723]
 [0.3802]
 [0.4343]
 [0.4541]
 [0.5012]
 [0.4482]
 [0.5009]
 [0.2528]
 [0.3578]
 [0.2366]
 [0.354 ]
 [0.2153]
 [0.346 ]
 [0.1487]
 [0.307 ]
 [0.2212]
 [0.3678]
 [0.3288]
 [0.4538]
 [0.3587]
 [0.4782]
 [0.096 ]
 [0.3071]
 [0.0018]
 [0.2354]
 [0.0898]
 [0.3293]
 [0.2017]
 [0.3972]
 [0.1847]
 [0.3718]
 [0.169 ]
 [0.3579]
 [0.1576]
 [0.341 ]
 [0.1369]
 [0.3064]
 [0.7191]
 [0.7151]]"
b2,"(48, 1)"
secret,"[[0.187 ]
 [0.2684]
 [0.1932]
 [0.2737]
 [0.179 ]
 [0.2615]
 [0.3045]
 [0.3653]
 [0.3123]
 [0.3733]
 [0.3809]
 [0.4356]
 [0.4546]
 [0.5022]
 [0.4483]
 [0.5012]
 [0.2525]
 [0.3586]
 [0.2361]
 [0.3547]
 [0.2147]
 [0.3465]
 [0.1474]
 [0.3075]
 [0.2206]
 [0.3687]
 [0.3292]
 [0.455 ]
 [0.3591]
 [0.4791]
 [0.0942]
 [0.3076]
 [0.0018]
 [0.2357]
 [0.0877]
 [0.3299]
 [0.2008]
 [0.3976]
 [0.1835]
 [0.3722]
 [0.1676]
 [0.3582]
 [0.1557]
 [0.341 ]
 [0.1359]
 [0.3076]
 [0.7188]
 [0.7147]]"
b2,"(48, 1)"
secret,"[[0.1862]
 [0.2686]
 [0.1924]
 [0.2741]
 [0.1782]
 [0.2618]
 [0.3047]
 [0.3662]
 [0.3126]
 [0.3743]
 [0.3815]
 [0.437 ]
 [0.4552]
 [0.5032]
 [0.4482]
 [0.5015]
 [0.2521]
 [0.3593]
 [0.2356]
 [0.3555]
 [0.2141]
 [0.3471]
 [0.146 ]
 [0.3078]
 [0.2201]
 [0.3693]
 [0.3298]
 [0.4561]
 [0.3595]
 [0.48  ]
 [0.0923]
 [0.3081]
 [0.0015]
 [0.236 ]
 [0.086 ]
 [0.3303]
 [0.1999]
 [0.3981]
 [0.1823]
 [0.3727]
 [0.166 ]
 [0.3585]
 [0.1538]
 [0.341 ]
 [0.1349]
 [0.3086]
 [0.7185]
 [0.7141]]"
b2,"(48, 1)"
secret,"[[0.1855]
 [0.2691]
 [0.1917]
 [0.2743]
 [0.1773]
 [0.2623]
 [0.3051]
 [0.3673]
 [0.313 ]
 [0.3755]
 [0.3825]
 [0.4383]
 [0.4558]
 [0.5043]
 [0.4482]
 [0.5019]
 [0.2518]
 [0.36  ]
 [0.2352]
 [0.3561]
 [0.2134]
 [0.3478]
 [0.1447]
 [0.3082]
 [0.2196]
 [0.3701]
 [0.3301]
 [0.4571]
 [0.36  ]
 [0.4809]
 [0.0906]
 [0.3085]
 [0.0012]
 [0.2363]
 [0.084 ]
 [0.3308]
 [0.199 ]
 [0.3986]
 [0.1811]
 [0.373 ]
 [0.1646]
 [0.3588]
 [0.1519]
 [0.3411]
 [0.1337]
 [0.3094]
 [0.7182]
 [0.7136]]"
b2,"(48, 1)"
secret,"[[0.1847]
 [0.2694]
 [0.191 ]
 [0.2747]
 [0.1765]
 [0.2625]
 [0.3053]
 [0.3684]
 [0.3134]
 [0.3765]
 [0.3832]
 [0.4396]
 [0.4565]
 [0.5051]
 [0.4481]
 [0.5022]
 [0.2514]
 [0.3608]
 [0.2347]
 [0.3567]
 [0.2128]
 [0.3483]
 [0.1433]
 [0.3086]
 [0.2191]
 [0.3707]
 [0.3305]
 [0.4582]
 [0.3602]
 [0.4817]
 [0.0887]
 [0.309 ]
 [0.001 ]
 [0.2364]
 [0.0821]
 [0.3313]
 [0.1981]
 [0.3991]
 [0.1799]
 [0.3735]
 [0.1631]
 [0.3591]
 [0.1502]
 [0.3411]
 [0.1323]
 [0.3101]
 [0.7178]
 [0.7131]]"
b2,"(48, 1)"
secret,"[[1.840e-01]
 [2.697e-01]
 [1.904e-01]
 [2.752e-01]
 [1.758e-01]
 [2.628e-01]
 [3.058e-01]
 [3.694e-01]
 [3.138e-01]
 [3.776e-01]
 [3.840e-01]
 [4.407e-01]
 [4.571e-01]
 [5.060e-01]
 [4.481e-01]
 [5.026e-01]
 [2.511e-01]
 [3.614e-01]
 [2.341e-01]
 [3.573e-01]
 [2.121e-01]
 [3.489e-01]
 [1.420e-01]
 [3.090e-01]
 [2.186e-01]
 [3.715e-01]
 [3.311e-01]
 [4.591e-01]
 [3.607e-01]
 [4.823e-01]
 [8.700e-02]
 [3.093e-01]
 [7.000e-04]
 [2.367e-01]
 [8.010e-02]
 [3.317e-01]
 [1.971e-01]
 [3.995e-01]
 [1.788e-01]
 [3.739e-01]
 [1.620e-01]
 [3.596e-01]
 [1.483e-01]
 [3.413e-01]
 [1.308e-01]
 [3.107e-01]
 [7.176e-01]
 [7.127e-01]]"
b2,"(48, 1)"
secret,"[[1.832e-01]
 [2.701e-01]
 [1.897e-01]
 [2.756e-01]
 [1.751e-01]
 [2.632e-01]
 [3.060e-01]
 [3.704e-01]
 [3.141e-01]
 [3.786e-01]
 [3.848e-01]
 [4.420e-01]
 [4.577e-01]
 [5.071e-01]
 [4.481e-01]
 [5.029e-01]
 [2.508e-01]
 [3.621e-01]
 [2.338e-01]
 [3.580e-01]
 [2.115e-01]
 [3.495e-01]
 [1.406e-01]
 [3.093e-01]
 [2.180e-01]
 [3.722e-01]
 [3.313e-01]
 [4.601e-01]
 [3.610e-01]
 [4.830e-01]
 [8.530e-02]
 [3.098e-01]
 [6.000e-04]
 [2.369e-01]
 [7.830e-02]
 [3.322e-01]
 [1.962e-01]
 [3.999e-01]
 [1.776e-01]
 [3.743e-01]
 [1.608e-01]
 [3.601e-01]
 [1.467e-01]
 [3.415e-01]
 [1.290e-01]
 [3.112e-01]
 [7.174e-01]
 [7.123e-01]]"
b2,"(48, 1)"
secret,"[[1.825e-01]
 [2.704e-01]
 [1.891e-01]
 [2.761e-01]
 [1.743e-01]
 [2.637e-01]
 [3.063e-01]
 [3.713e-01]
 [3.147e-01]
 [3.796e-01]
 [3.855e-01]
 [4.434e-01]
 [4.582e-01]
 [5.079e-01]
 [4.481e-01]
 [5.033e-01]
 [2.505e-01]
 [3.626e-01]
 [2.333e-01]
 [3.587e-01]
 [2.108e-01]
 [3.502e-01]
 [1.392e-01]
 [3.096e-01]
 [2.176e-01]
 [3.728e-01]
 [3.317e-01]
 [4.610e-01]
 [3.614e-01]
 [4.838e-01]
 [8.350e-02]
 [3.101e-01]
 [3.000e-04]
 [2.369e-01]
 [7.630e-02]
 [3.326e-01]
 [1.953e-01]
 [4.005e-01]
 [1.765e-01]
 [3.750e-01]
 [1.594e-01]
 [3.605e-01]
 [1.451e-01]
 [3.418e-01]
 [1.274e-01]
 [3.115e-01]
 [7.173e-01]
 [7.119e-01]]"
b2,"(48, 1)"
secret,"[[1.816e-01]
 [2.707e-01]
 [1.884e-01]
 [2.764e-01]
 [1.736e-01]
 [2.639e-01]
 [3.066e-01]
 [3.722e-01]
 [3.151e-01]
 [3.807e-01]
 [3.863e-01]
 [4.446e-01]
 [4.588e-01]
 [5.088e-01]
 [4.481e-01]
 [5.035e-01]
 [2.503e-01]
 [3.635e-01]
 [2.330e-01]
 [3.592e-01]
 [2.101e-01]
 [3.507e-01]
 [1.380e-01]
 [3.099e-01]
 [2.171e-01]
 [3.736e-01]
 [3.321e-01]
 [4.618e-01]
 [3.617e-01]
 [4.844e-01]
 [8.170e-02]
 [3.105e-01]
 [1.000e-04]
 [2.371e-01]
 [7.440e-02]
 [3.331e-01]
 [1.944e-01]
 [4.008e-01]
 [1.757e-01]
 [3.755e-01]
 [1.583e-01]
 [3.611e-01]
 [1.436e-01]
 [3.422e-01]
 [1.257e-01]
 [3.116e-01]
 [7.170e-01]
 [7.117e-01]]"
b2,"(48, 1)"
secret,"[[0.181 ]
 [0.2711]
 [0.1878]
 [0.2768]
 [0.1727]
 [0.2644]
 [0.3068]
 [0.3732]
 [0.3153]
 [0.3816]
 [0.387 ]
 [0.4457]
 [0.4594]
 [0.5097]
 [0.4481]
 [0.5037]
 [0.25  ]
 [0.364 ]
 [0.2324]
 [0.3599]
 [0.2095]
 [0.351 ]
 [0.1365]
 [0.3103]
 [0.2166]
 [0.3742]
 [0.3325]
 [0.4627]
 [0.3619]
 [0.4851]
 [0.08  ]
 [0.3109]
 [0.    ]
 [0.2371]
 [0.0726]
 [0.3334]
 [0.1936]
 [0.4013]
 [0.1747]
 [0.3759]
 [0.1572]
 [0.3616]
 [0.1422]
 [0.3425]
 [0.1239]
 [0.3119]
 [0.717 ]
 [0.7114]]"
b2,"(48, 1)"
secret,"[[0.1803]
 [0.2716]
 [0.187 ]
 [0.2773]
 [0.172 ]
 [0.2647]
 [0.3071]
 [0.3742]
 [0.3157]
 [0.3825]
 [0.3876]
 [0.4469]
 [0.4599]
 [0.5106]
 [0.448 ]
 [0.504 ]
 [0.2498]
 [0.3646]
 [0.2321]
 [0.3605]
 [0.2088]
 [0.3515]
 [0.1353]
 [0.3106]
 [0.216 ]
 [0.3749]
 [0.3327]
 [0.4635]
 [0.3623]
 [0.4857]
 [0.0783]
 [0.3114]
 [0.    ]
 [0.2372]
 [0.0708]
 [0.3338]
 [0.1929]
 [0.4018]
 [0.1737]
 [0.3767]
 [0.1562]
 [0.3624]
 [0.1408]
 [0.3431]
 [0.122 ]
 [0.3121]
 [0.7171]
 [0.7112]]"
b2,"(48, 1)"
secret,"[[ 1.795e-01]
 [ 2.719e-01]
 [ 1.864e-01]
 [ 2.776e-01]
 [ 1.712e-01]
 [ 2.651e-01]
 [ 3.073e-01]
 [ 3.750e-01]
 [ 3.159e-01]
 [ 3.835e-01]
 [ 3.883e-01]
 [ 4.480e-01]
 [ 4.604e-01]
 [ 5.113e-01]
 [ 4.478e-01]
 [ 5.042e-01]
 [ 2.496e-01]
 [ 3.654e-01]
 [ 2.317e-01]
 [ 3.611e-01]
 [ 2.083e-01]
 [ 3.521e-01]
 [ 1.341e-01]
 [ 3.112e-01]
 [ 2.156e-01]
 [ 3.755e-01]
 [ 3.330e-01]
 [ 4.641e-01]
 [ 3.626e-01]
 [ 4.862e-01]
 [ 7.660e-02]
 [ 3.117e-01]
 [-2.000e-04]
 [ 2.373e-01]
 [ 6.880e-02]
 [ 3.342e-01]
 [ 1.922e-01]
 [ 4.023e-01]
 [ 1.729e-01]
 [ 3.773e-01]
 [ 1.553e-01]
 [ 3.629e-01]
 [ 1.396e-01]
 [ 3.436e-01]
 [ 1.204e-01]
 [ 3.123e-01]
 [ 7.170e-01]
 [ 7.110e-01]]"
b2,"(48, 1)"
secret,"[[ 1.788e-01]
 [ 2.721e-01]
 [ 1.856e-01]
 [ 2.780e-01]
 [ 1.703e-01]
 [ 2.653e-01]
 [ 3.075e-01]
 [ 3.758e-01]
 [ 3.162e-01]
 [ 3.844e-01]
 [ 3.890e-01]
 [ 4.489e-01]
 [ 4.609e-01]
 [ 5.120e-01]
 [ 4.478e-01]
 [ 5.045e-01]
 [ 2.492e-01]
 [ 3.661e-01]
 [ 2.314e-01]
 [ 3.616e-01]
 [ 2.076e-01]
 [ 3.527e-01]
 [ 1.328e-01]
 [ 3.114e-01]
 [ 2.151e-01]
 [ 3.762e-01]
 [ 3.334e-01]
 [ 4.648e-01]
 [ 3.627e-01]
 [ 4.867e-01]
 [ 7.500e-02]
 [ 3.120e-01]
 [-3.000e-04]
 [ 2.374e-01]
 [ 6.700e-02]
 [ 3.346e-01]
 [ 1.914e-01]
 [ 4.029e-01]
 [ 1.722e-01]
 [ 3.780e-01]
 [ 1.544e-01]
 [ 3.638e-01]
 [ 1.384e-01]
 [ 3.444e-01]
 [ 1.186e-01]
 [ 3.126e-01]
 [ 7.170e-01]
 [ 7.109e-01]]"
b2,"(48, 1)"
secret,"[[ 1.778e-01]
 [ 2.724e-01]
 [ 1.849e-01]
 [ 2.783e-01]
 [ 1.696e-01]
 [ 2.656e-01]
 [ 3.075e-01]
 [ 3.766e-01]
 [ 3.165e-01]
 [ 3.851e-01]
 [ 3.894e-01]
 [ 4.500e-01]
 [ 4.612e-01]
 [ 5.127e-01]
 [ 4.477e-01]
 [ 5.047e-01]
 [ 2.490e-01]
 [ 3.666e-01]
 [ 2.311e-01]
 [ 3.622e-01]
 [ 2.070e-01]
 [ 3.532e-01]
 [ 1.316e-01]
 [ 3.117e-01]
 [ 2.147e-01]
 [ 3.768e-01]
 [ 3.337e-01]
 [ 4.655e-01]
 [ 3.630e-01]
 [ 4.871e-01]
 [ 7.340e-02]
 [ 3.125e-01]
 [-3.000e-04]
 [ 2.375e-01]
 [ 6.520e-02]
 [ 3.350e-01]
 [ 1.908e-01]
 [ 4.034e-01]
 [ 1.714e-01]
 [ 3.788e-01]
 [ 1.538e-01]
 [ 3.647e-01]
 [ 1.374e-01]
 [ 3.450e-01]
 [ 1.168e-01]
 [ 3.128e-01]
 [ 7.170e-01]
 [ 7.109e-01]]"
b2,"(48, 1)"
secret,"[[ 1.770e-01]
 [ 2.725e-01]
 [ 1.843e-01]
 [ 2.785e-01]
 [ 1.687e-01]
 [ 2.657e-01]
 [ 3.076e-01]
 [ 3.772e-01]
 [ 3.165e-01]
 [ 3.858e-01]
 [ 3.899e-01]
 [ 4.508e-01]
 [ 4.617e-01]
 [ 5.133e-01]
 [ 4.474e-01]
 [ 5.047e-01]
 [ 2.489e-01]
 [ 3.674e-01]
 [ 2.306e-01]
 [ 3.627e-01]
 [ 2.065e-01]
 [ 3.537e-01]
 [ 1.304e-01]
 [ 3.122e-01]
 [ 2.142e-01]
 [ 3.773e-01]
 [ 3.339e-01]
 [ 4.664e-01]
 [ 3.633e-01]
 [ 4.877e-01]
 [ 7.160e-02]
 [ 3.129e-01]
 [-3.000e-04]
 [ 2.375e-01]
 [ 6.340e-02]
 [ 3.354e-01]
 [ 1.901e-01]
 [ 4.040e-01]
 [ 1.707e-01]
 [ 3.795e-01]
 [ 1.529e-01]
 [ 3.655e-01]
 [ 1.364e-01]
 [ 3.458e-01]
 [ 1.151e-01]
 [ 3.130e-01]
 [ 7.172e-01]
 [ 7.108e-01]]"
b2,"(48, 1)"
secret,"[[ 1.762e-01]
 [ 2.728e-01]
 [ 1.833e-01]
 [ 2.788e-01]
 [ 1.676e-01]
 [ 2.659e-01]
 [ 3.078e-01]
 [ 3.779e-01]
 [ 3.168e-01]
 [ 3.866e-01]
 [ 3.902e-01]
 [ 4.518e-01]
 [ 4.618e-01]
 [ 5.138e-01]
 [ 4.474e-01]
 [ 5.049e-01]
 [ 2.486e-01]
 [ 3.679e-01]
 [ 2.302e-01]
 [ 3.634e-01]
 [ 2.059e-01]
 [ 3.543e-01]
 [ 1.291e-01]
 [ 3.124e-01]
 [ 2.138e-01]
 [ 3.780e-01]
 [ 3.341e-01]
 [ 4.671e-01]
 [ 3.635e-01]
 [ 4.882e-01]
 [ 7.010e-02]
 [ 3.133e-01]
 [-3.000e-04]
 [ 2.376e-01]
 [ 6.150e-02]
 [ 3.359e-01]
 [ 1.894e-01]
 [ 4.044e-01]
 [ 1.703e-01]
 [ 3.802e-01]
 [ 1.524e-01]
 [ 3.664e-01]
 [ 1.356e-01]
 [ 3.467e-01]
 [ 1.136e-01]
 [ 3.133e-01]
 [ 7.172e-01]
 [ 7.108e-01]]"
b2,"(48, 1)"
secret,"[[ 1.752e-01]
 [ 2.728e-01]
 [ 1.826e-01]
 [ 2.789e-01]
 [ 1.667e-01]
 [ 2.661e-01]
 [ 3.078e-01]
 [ 3.787e-01]
 [ 3.168e-01]
 [ 3.872e-01]
 [ 3.908e-01]
 [ 4.525e-01]
 [ 4.623e-01]
 [ 5.144e-01]
 [ 4.471e-01]
 [ 5.050e-01]
 [ 2.484e-01]
 [ 3.686e-01]
 [ 2.299e-01]
 [ 3.641e-01]
 [ 2.054e-01]
 [ 3.549e-01]
 [ 1.280e-01]
 [ 3.129e-01]
 [ 2.134e-01]
 [ 3.786e-01]
 [ 3.344e-01]
 [ 4.677e-01]
 [ 3.637e-01]
 [ 4.885e-01]
 [ 6.850e-02]
 [ 3.137e-01]
 [-2.000e-04]
 [ 2.378e-01]
 [ 5.990e-02]
 [ 3.363e-01]
 [ 1.891e-01]
 [ 4.050e-01]
 [ 1.696e-01]
 [ 3.810e-01]
 [ 1.518e-01]
 [ 3.672e-01]
 [ 1.350e-01]
 [ 3.478e-01]
 [ 1.120e-01]
 [ 3.137e-01]
 [ 7.173e-01]
 [ 7.108e-01]]"
b2,"(48, 1)"
secret,"[[ 1.743e-01]
 [ 2.731e-01]
 [ 1.817e-01]
 [ 2.791e-01]
 [ 1.658e-01]
 [ 2.662e-01]
 [ 3.077e-01]
 [ 3.791e-01]
 [ 3.168e-01]
 [ 3.879e-01]
 [ 3.911e-01]
 [ 4.533e-01]
 [ 4.625e-01]
 [ 5.149e-01]
 [ 4.469e-01]
 [ 5.050e-01]
 [ 2.483e-01]
 [ 3.693e-01]
 [ 2.295e-01]
 [ 3.647e-01]
 [ 2.049e-01]
 [ 3.552e-01]
 [ 1.267e-01]
 [ 3.133e-01]
 [ 2.129e-01]
 [ 3.793e-01]
 [ 3.347e-01]
 [ 4.683e-01]
 [ 3.639e-01]
 [ 4.890e-01]
 [ 6.690e-02]
 [ 3.141e-01]
 [-2.000e-04]
 [ 2.379e-01]
 [ 5.810e-02]
 [ 3.368e-01]
 [ 1.887e-01]
 [ 4.055e-01]
 [ 1.690e-01]
 [ 3.817e-01]
 [ 1.511e-01]
 [ 3.683e-01]
 [ 1.343e-01]
 [ 3.486e-01]
 [ 1.105e-01]
 [ 3.140e-01]
 [ 7.175e-01]
 [ 7.108e-01]]"
b2,"(48, 1)"
secret,"[[0.1733]
 [0.2732]
 [0.1808]
 [0.2792]
 [0.1647]
 [0.2664]
 [0.3077]
 [0.3797]
 [0.3168]
 [0.3885]
 [0.3916]
 [0.454 ]
 [0.4628]
 [0.5155]
 [0.4466]
 [0.505 ]
 [0.248 ]
 [0.3699]
 [0.2292]
 [0.3653]
 [0.2043]
 [0.3558]
 [0.1256]
 [0.3137]
 [0.2126]
 [0.38  ]
 [0.3349]
 [0.4688]
 [0.3641]
 [0.4895]
 [0.0653]
 [0.3147]
 [0.    ]
 [0.238 ]
 [0.0564]
 [0.3371]
 [0.1881]
 [0.4061]
 [0.1684]
 [0.3825]
 [0.1507]
 [0.3691]
 [0.1336]
 [0.3497]
 [0.1091]
 [0.3145]
 [0.7177]
 [0.7106]]"
b2,"(48, 1)"
secret,"[[0.1723]
 [0.2731]
 [0.1798]
 [0.2793]
 [0.1638]
 [0.2663]
 [0.3076]
 [0.3804]
 [0.3167]
 [0.3889]
 [0.3917]
 [0.4547]
 [0.4628]
 [0.5158]
 [0.4463]
 [0.5051]
 [0.2479]
 [0.3706]
 [0.229 ]
 [0.3658]
 [0.2038]
 [0.3563]
 [0.1244]
 [0.3142]
 [0.2121]
 [0.3806]
 [0.3352]
 [0.4695]
 [0.3643]
 [0.4899]
 [0.0637]
 [0.3149]
 [0.    ]
 [0.238 ]
 [0.0548]
 [0.3376]
 [0.1877]
 [0.4067]
 [0.1679]
 [0.3834]
 [0.1501]
 [0.3701]
 [0.1331]
 [0.3508]
 [0.1076]
 [0.3152]
 [0.7178]
 [0.7107]]"
b2,"(48, 1)"
secret,"[[0.1714]
 [0.2731]
 [0.179 ]
 [0.2795]
 [0.1628]
 [0.2664]
 [0.3073]
 [0.3809]
 [0.3166]
 [0.3895]
 [0.392 ]
 [0.4553]
 [0.4629]
 [0.5162]
 [0.4461]
 [0.5051]
 [0.2476]
 [0.3711]
 [0.2286]
 [0.3664]
 [0.2032]
 [0.3568]
 [0.1233]
 [0.3146]
 [0.2118]
 [0.3811]
 [0.3356]
 [0.4701]
 [0.3646]
 [0.4905]
 [0.0623]
 [0.3155]
 [0.    ]
 [0.2382]
 [0.0531]
 [0.3381]
 [0.1873]
 [0.4073]
 [0.1676]
 [0.3841]
 [0.1496]
 [0.371 ]
 [0.1326]
 [0.3519]
 [0.1064]
 [0.3158]
 [0.7179]
 [0.7108]]"
b2,"(48, 1)"
